Manufacturer	Model Number	Rough Shape	Exact Lamp Shape 	Wattage	Color Temperature	Length (in inches)	Width (in inches)	Light Quality CRI	Base Type	Lumens
Westinghouse	5106	bulbous		25					E12	
Ace Hardware	3020104	bulbous		25					E12	
Ace Hardware	3020138	bulbous		25					E12	
Ace Hardware	3019981	bulbous		25					E12	
Ace Hardware	3020005	bulbous		25					E12	
Ace Hardware	3020120	bulbous		60					E12	
Ace Hardware	3020153	bulbous		60					E12	
Westinghouse	302500	bulbous		40					E12	
Westinghouse	358300	bulbous		15					E12	
Westinghouse	388300	bulbous		15					E12	
Westinghouse	3635700	bulbous		60					E12	
Westinghouse	3720800	bulbous		15					E12	
Westinghouse	6064500	bulbous		25					E12	
Westinghouse	368500	bulbous		25					E12	
Westinghouse	388200	bulbous		15					E12	
Westinghouse	368100	bulbous		15					E12	
Westinghouse	367000	bulbous		7.5					E12	
Westinghouse	452500	bulbous		6					E12	
Westinghouse	625100	bulbous		40					E12	
Westinghouse	382300	bulbous		40					E12	
Westinghouse	375400	bulbous		40					E12	
Westinghouse	377500	bulbous		40					E12	
Westinghouse	327900	bulbous		40					E12	
Westinghouse	378300	bulbous		40					E12	
Westinghouse	328300	bulbous		40					E12	
Westinghouse	394100	bulbous		60					E12	
Westinghouse	394300	bulbous		60					E12	
Westinghouse	374500	bulbous		60					E12	
Westinghouse	328600	bulbous		40					E12	
Westinghouse	384000	bulbous		60					E12	
Westinghouse	376200	bulbous		60					E12	
Westinghouse	326200	bulbous		60					E12	
Westinghouse	376300	bulbous		60					E12	
Westinghouse	381500	bulbous		25					E12	
Westinghouse	374100	bulbous		25					E12	
Westinghouse	378400	bulbous		60					E12	
Westinghouse	327800	bulbous		25					E12	
Westinghouse	402800	bulbous		60					E12	
Westinghouse	378700	bulbous		60					E12	
Westinghouse	328700	bulbous		60					E12	
Westinghouse	328200	bulbous		25					E12	
Westinghouse	378500	bulbous		25					E12	
Westinghouse	328500	bulbous		25					E12	
Westinghouse	625000	bulbous		20					E12	
Westinghouse	372300	bulbous		15					E12	
Westinghouse	322600	bulbous		15					E12	
Westinghouse	382100	bulbous		15					E12	
Westinghouse	374000	bulbous		15					E12	
Westinghouse	375200	bulbous		15					E12	
Westinghouse	377300	bulbous		15					E12	
Westinghouse	377700	bulbous		15					E12	
Westinghouse	323000	bulbous		15					E12	
Westinghouse	327200	bulbous		10					E12	
Westinghouse	324100	bulbous		7.5					E12	
Westinghouse	374700	bulbous		7					E12	
Westinghouse	369100	bulbous		7					E12	
Westinghouse	3720200	bulbous		7					E12	
Westinghouse	402500	bulbous		6					E12	
Westinghouse	360100	bulbous		4					E12	
Westinghouse	379500	bulbous		4					E12	
KEE TAT	120V60WC32E12L	bulbous		60					E12	
KEE TAT	120V60WA15E12R	bulbous		60					E12	
TULA	1000157	bulbous		12					E12	
Philips	20T6-1/2IF E17FR 120V	bulbous		21.3					E17	
GE	6S6	bulbous		6.3					E17	
GE	20T61/2/F	bulbous		20.2					E17	
GE	15T7N	bulbous		15.3					E17	
GE	25R14/N 130V	bulbous		24.9					E17	
GE	25T 6 1/2 130V	bulbous		25.3					E17	
GE	40S11N/1	bulbous		39					E17	
GE	40S11N/F	bulbous		39					E17	
GE	40T61/2	bulbous		39.8					E17	
GE	40T8N 130V	bulbous		37.6					E17	
Feit Electric	10S11N	bulbous		9.7					E17	
Feit Electric	BP15T7N	bulbous		14.98					E17	
Feit Electric	BP20T61/2	bulbous		21.38					E17	
Feit Electric	25T61/2-130	bulbous		25.38					E17	
Feit Electric	25T61/2/IF-130	bulbous		25.38					E17	
Feit Electric	BP25T8N	bulbous		25.51					E17	
Living Solutions	BP25T8N/WGLS	bulbous		25.51					E17	
Feit Electric	BP40S11N/IF	bulbous		39.56					E17	
Feit Electric	BP40S11N	bulbous		39.56					E17	
Western Family	BP40S11N/WF	bulbous		39.56					E17	
Feit Electric	BP40T61/2	bulbous		39.6					E17	
Feit Electric	BP25S11N	bulbous		25.22					E17	
Great Value	BP25S11N/2/GV	bulbous		25.22					E17	
Feit Electric	BP40T8N/MW/RP	bulbous		39.63					E17	
Feit Electric	40T8N	bulbous		39.63					E17	
Westinghouse	353400	bulbous		25					E17	
Westinghouse	370500	bulbous		25					E17	
Westinghouse	393600	bulbous		40					E17	
Westinghouse	362900	bulbous		40					E17	
Westinghouse	375900	bulbous		40					E17	
Westinghouse	402000	bulbous		40					E17	
Westinghouse	356800	bulbous		10					E17	
Westinghouse	431900	bulbous		20					E17	
Westinghouse	431600	bulbous		20					E17	
Westinghouse	432100	bulbous		25					E17	
Westinghouse	372400	bulbous		25					E17	
Sun Light	SL-S35-CL-E17	bulbous		25					E17	
General electric	SL7-5W	bulbous		4.8					E17	
GE	25 T6 1/2	bulbous		25.7					E17	
GE	10S11/F	bulbous		10					E17	
GE	25R14/N	bulbous		25.1					E17	
GE	25T7N	bulbous		25					E17	
GE	40A15N/C/CF	bulbous		39.9					E17	
GE	40A15N/W/CF	bulbous		39.9					E17	
GE	40R14/N	bulbous		39.6					E17	
GE	40T61/2/2F	bulbous		39.8					E17	
Feit Electric	BP10S11N	bulbous		9.7					E17	
Feit Electric	10S11N/IF-130	bulbous		9.7					E17	
Feit Electric	15T7N-130	bulbous		14.98					E17	
Feit Electric	BP25T61/2	bulbous		25.38					E17	
Feit Electric	25T8N	bulbous		25.51					E17	
Feit Electric	BP40S11N/2/RP	bulbous		39.56					E17	
Feit Electric	40S11N-130	bulbous		39.56					E17	
Feit Electric	BP40T61/2/IF	bulbous		39.6					E17	
Feit Electric	7A15N/CL/2	bulbous		7.1					E17	
Feit Electric	BP25T7N	bulbous		25.3					E17	
Feit Electric	BP40T8N-130	bulbous		39.63					E17	
Feit Electric	BPQ40A15N/CL/2	bulbous		39.01					E17	
Lava / Lifespan Brands	502500100	bulbous		25					E17	
Westinghouse	433500	bulbous		9					E17	
Westinghouse	372100	bulbous		15					E17	
Westinghouse	370400	bulbous		20					E17	
Westinghouse	371600	bulbous		25					E17	
Westinghouse	393800	bulbous		40					E17	
Westinghouse	371900	bulbous		40					E17	
Westinghouse	372900	bulbous		40					E17	
Westinghouse	370700	bulbous		40					E17	
Westinghouse	432000	bulbous		25					E17	
Westinghouse	370800	bulbous		25					E17	
Westinghouse	394400	bulbous		40					E17	
KEE TAT	120V25WS35E17L	bulbous		25					E17	
KEE TAT	120V15WT22E17L	bulbous		15					E17	
GE	F32T8/SPX30/U/6	bent		32		24				0
GE	F32T8/SPX35/U/6	bent		32		24				0
GE	F32T8/SPX41/U/6	bent		32		24				0
SATCO	S8473	bent		26.52	3899	24		83.7		2475.9072
SATCO	S8472	bent		26.54	3405	24		83.2		2568.0104
SATCO	S8471	bent		26.15	2810	24		83.9		2550.148
SATCO	S8458	bent		30.84	3997	24		83.5		2665.5012
SATCO	S8457	bent		30.83	3393	24		83.1		2677.2772
SATCO	S8456	bent		32.1	2971	24		83.2		2741.982
Howard	FB32T8/841/6	bent		31.53	4032	24		82.1		2753.8302
Howard	FB32T8/835/6	bent		31.25	3423	24		82.5		2854.0625
Howard	FB31T8/835	bent		30.28	3450	24		83.4		2817.8568
Ushio America	FB28T8 841 6 U-bend	bent		28		24				0
Ushio America	FB32T8 841 U-bend	bent		32		24				0
Ushio America	FB32T8 835 U-bend	bent		32		24				0
LumaPro	5NPL4	bent		32	3000	24		82		2688
LumaPro	5NPL5	bent		32	3500	24		82		2688
LumaPro	5NPL6	bent		32	4100	24		82		2688
LumaPro	5NPL7	bent		31	3000	24		82		2604
LumaPro	5NPL8	bent		31	3500	24		82		2604
LumaPro	5NPL9	bent		31	4100	24		82		2604
Philips	FB32T8/TL841/6	bent		32.5	3984	24		82.6		2804.75
Philips	FB32T8/TL835/6	bent		32.6	3337	24		83.9		2826.42
Philips	FB32T8/TL830/6	bent		32.7	2940	24		84.4		2903.76
Philips	FB32T8/ADV841/6/XEW	bent		25.7	4022	24		83.8		2359.26
Philips	FB32T8/ADV835/6/XEW	bent		25.8	3360	24		83.7		2389.08
Philips	FB32T8/ADV830/6/XEW	bent		25.7	2944	24		84.7		2413.23
Philips	FB31T8/TL841	bent		32.2	4044	24		82.4		2814.28
Philips	FB31T8/TL835	bent		32.3	3356	24		83.7		2784.26
Philips	FB31T8/TL830	bent		31.7	2894	24		84.3		2732.54
Philips	FB29T8/TL841/EW	bent		29.1	3973	24		82		2554.98
Philips	FB29T8/TL835/EW	bent		28.6	3374	24		83.3		2528.24
Philips	FB29T8/TL830/EW	bent		29.1	2923	24		84.4		2517.15
Ushio	FB32T8/841	bent		31.8	3665.2	24		82.4		2671.2
Ushio	FB32T8/835	bent		31.8	3665.2	24		82.4		2671.2
Ushio	FB28T8/841/6	bent		27.24	3698	24		81.06		2399.844
Ushio	FB28T8/835/6	bent		27.24	3698	24		81.06		2399.844
Superior LifeÂ®	91602	bent		32	3500	24		83		2922.56
Superior LifeÂ®	91608	bent		32	4100	24		82.1		2794.88
Superior LifeÂ®	91603	bent		31	3000	24		84		2804.88
Superior LifeÂ®	91604	bent		31	3500	24		83.4		2884.86
Superior LifeÂ®	91605	bent		31	4100	24		82.1		2835.88
Superior LifeÂ®	91625	bent		28	3500	24		83.4		2590.28
Superior LifeÂ®	91626	bent		28	4100	24		82		2571.24
Eiko	F32T8/841K/U6	bent		32	3934	24		84.2		2767.68
Eiko	F31T8/830/U	bent		31	3041	24		83.4		2696.38
Eiko	F31T8/835/U	bent		31	3531	24		82.9		2718.39
Eiko	F31T8/841/U	bent		31	4195	24		83.3		2699.48
Eiko	F32T8/835K/U6	bent		32	3349	24		83.3		2755.2
SYLVANIA	21671; 21485 28039	bent		32	3900	24		81.1		2748.8
SYLVANIA	21670; 21484; 28038	bent		32	3260	24		83.7		2691.2
SYLVANIA	22051	bent		32	3330	24		83		2761.6
SYLVANIA	22052	bent		32	3950	24		76		2697.6
SYLVANIA	22197	bent		29	3950	24		83.4		2505.6
SYLVANIA	21663	bent		32	2870	24		86		2688
SYLVANIA	22445	bent		25	3840	24		86.8		2195
SYLVANIA	22305	bent		28	3860	24		86.3		2486.4
SYLVANIA	22304	bent		28	3330	24		86.3		2517.2
SYLVANIA	22196	bent		29	3320	24		84.2		2554.9
SYLVANIA	22195	bent		29	2900	24		85		2453.4
SYLVANIA	22172	bent		30	3920	24		85.7		2712
SYLVANIA	22171	bent		30	3250	24		86		2691
SYLVANIA	22170	bent		30	2910	24		85.4		2703
SYLVANIA	22057	bent		32	3880	24		86.1		2713.6
SYLVANIA	22055	bent		32	3210	24		86.1		2688
SYLVANIA	22054	bent		32	2910	24		85.5		2736
SYLVANIA	22046	bent		32	2860	24		85.7		2745.6
SYLVANIA	21879	bent		31	3960	24		81.4		2768.3
SYLVANIA	21878	bent		31	3320	24		85		2749.7
SYLVANIA	21877	bent		31	2900	24		85		2613.3
SYLVANIA	21696	bent		31	4000	24		84		2638.1
SYLVANIA	21695	bent		31	3300	24		85.7		2606.48
SYLVANIA	21693	bent		31	2960	24		84		2628.8
OSRAM	22127	bent		32	3950	24		80.9		2704
Duracell	FLO10411B	bent		32	3500	24		82		2688
Duracell	FLO10473B	bent		32	4100	24		82		2688
Duracell	FLO10403A	bent		31	3500	24		82		2604
Duracell	FLO10404B	bent		31	4100	24		82		2604
Duracell	FLO10403B	bent		31	3500	24		82		2604
GE	F26T8/SPX41/U/ECO	bent		26	4010	24		82		2314
GE	F26T8/SPX35/U/ECO	bent		26	3320	24		84		2314
GE	F26T8/SPX30/U/ECO	bent		26	2880	24		84		2314
GE	F29T8/SPX41/U/ECO	bent		29	3970	24		82		2494
GE	F29T8/SPX35/U/ECO	bent		29	3340	24		83		2494
GE	F29T8/SPX30/U/ECO	bent		29	2910	24		84		2494
GE	F31T8/SPX41/U/ECO	bent		31	4000	24		82		2666
GE	F31T8/SPX35/U/ECO	bent		31	3350	24		83		2666
GE	F31T8/SPX30/U/ECO	bent		31	2900	24		84		2635
GE	F28T8/SPX41/U6/ECO	bent		28	3980	24		81		2520
GE	F28T8/SPX35/U6/ECO	bent		28	3360	24		83		2520
GE	F28T8/SPX30/U6/ECO	bent		28	2910	24		84		2520
GE	F32T8/SPX41/U6/ECO	bent		32	3960	24		82		2752
GE	F32T8/SPX35/U6/ECO	bent		32	3310	24		83		2752
GE	F32T8/SPX30/U6/ECO	bent		32	2890	24		84		2752
GE	F32T8/SP41/U6/ECO	bent		32	4020	24		82		2720
GE	F32T8/SP35/U6/ECO	bent		32	3410	24		82		2720
GE	F32T8/SP30/U6/ECO	bent		32	2950	24		83		2720
GE	F32T8/SPX41/U/6	bent		32	3970	24		80		2720
GE	F32T8/SPX35/U/6	bent		32	3440	24		81		2720
Westinghouse	37317	bent		32	4100	24		84.2		2767.68
Westinghouse	60469	bent		28	4100	24		83.8		2616.32
Westinghouse	36017	bent		28	4100	24		83.8		2616.32
GE	F32T8/SPX30/U/6	bent		32	3100	24		82		2704
Energy Wiser	FB31/835/EW	bent		31	3500	24		82.9		2718.39
Energy Wiser	FB31/841/EW	bent		31	4100	24		83.3		2699.48
Energy Wiser	FB32/735/EW	bent		32	3500	24		83		2767.04
Energy Wiser	FB32/741/EW	bent		32	4100	24		82.2		2763.52
Energy Wiser	FB32/830/EW	bent		32	3000	24		83.3		2764.16
Energy Wiser	FB32/835/EW	bent		32	3500	24		83.3		2755.2
Energy Wiser	FB32/841/EW	bent		32	4100	24		84.2		2767.68
GE	F32T8/SPX50/U/6	bent		32		24				0
SATCO	S8475	bent		26.18	4948	24		83.8		2477.6752
SATCO	S8474	bent		26.18	4948	24		83.8		2477.6752
SATCO	S8463	bent		30.89	4945	24		83		2654.9955
SATCO	S8462	bent		30.89	4945	24		83		2654.9955
Howard	FB32T8/850/6	bent		31.49	5095	24		85.3		2804.8143
Ushio America	FB32T8 850 U-bend	bent		32		24				0
Philips	FB32T8/TL850/6	bent		32.6	4975	24		80.9		2862.28
Philips	FB32T8/ADV850/6/XEW	bent		25.8	5044	24		80.9		2340.06
Ushio	FB32T8/850	bent		31.8	4899.4	24		83.8		2639.4
Sky-Brite PlusÂ®	91614	bent		32	5000	24		85.3		2850.24
Sky-Brite PlusÂ®	91606	bent		31	5000	24		85.3		2749.39
Sky-Brite PlusÂ®	91627	bent		28	5000	24		85		2484.72
Superior LifeÂ®	91609	bent		32	6500	24		85		2963.2
Eiko	F31T8/850/U	bent		31	5229	24		85.5		2634.69
Eiko	F32T8/850K/U6	bent		32	4886	24		82.2		2753.6
SYLVANIA	22168	bent		32	4760	24		87.4		2721.92
SYLVANIA	22053	bent		32	4810	24		79		2659.2
GE	F32T8/SPX50/U/6	bent		32	4840	24		78		2672
Commercial Electric	3564819	linear		40		48			medium bipin	0
Commercial Electric	F40T12/941	linear		40		48			medium bipin	0
GE	F32T8/SPX35/ECO	linear		32		48			medium bipin	0
Commercial Electric	3564821	linear		32		48			medium bipin	0
Commercial Electric	3564820	linear		32		48			medium bipin	0
SATCO	S8445	linear		31.58	4100	48		83.4	medium bipin	2965.6778
SATCO	S8444	linear		31.97	3500	48		82.8	medium bipin	3004.8603
SATCO	S8443	linear		31.97	3000	48		82.8	medium bipin	3004.8603
SATCO	S8428	linear		29	4100	48		82	medium bipin	2813
SATCO	S8427	linear		28.69	3497	48		83.5	medium bipin	2916.3385
SATCO	S8426	linear		29.39	3030	48		84.8	medium bipin	3006.597
SATCO	S8424	linear		26.66	3891	48		83.2	medium bipin	2643.6056
SATCO	S2423	linear		26.23	3428	48		83.3	medium bipin	2689.8865
SATCO	S8422	linear		25.86	3004	48		84.1	medium bipin	2605.1364
SATCO	S8440	linear		24.27	3986	48		83.2	medium bipin	2504.4213
SATCO	S8439	linear		24.81	3469	48		83.9	medium bipin	2540.0478
SATCO	S8438	linear		24.29	3023	48		84.1	medium bipin	2518.6301
SATCO	S8420	linear		30.8	3934	48		83.4	medium bipin	2779.392
SATCO	S8419	linear		30.48	3487	48		82.5	medium bipin	2819.7048
SATCO	S8418	linear		30.58	2982	48		83.8	medium bipin	2874.2142
Howard	F28T8/841/ES/ECO/IC	linear		28.29	4125	48		83	medium bipin	2895.4815
Howard	F25T8/841/ES/ECO/IC	linear		26.06	4105	48		82.5	medium bipin	2567.1706
Howard	F32T8/841/HL/ECO/IC	linear		32.47	4112	48		82	medium bipin	3253.8187
GE	F32T8/SPX41/ECO	linear		32		48			medium bipin	0
Ushio America	F32T8 850XL 48	linear		32		48			medium bipin	0
Ushio America	F32T8 840XL 48	linear		32		48			medium bipin	0
Ushio America	F32T8 835XL 48	linear		32		48			medium bipin	0
Ushio America	F28T8 841 48	linear		28		48			medium bipin	0
Ushio America	F28T8 835 48	linear		28		48			medium bipin	0
Ushio America	F28T8 830 48	linear		28		48			medium bipin	0
Ushio America	F32T8 841 48	linear		32		48			medium bipin	0
Ushio America	F32T8 835 48	linear		32		48			medium bipin	0
Ushio America	F32T8 830 48	linear		32		48			medium bipin	0
Commercial Electric	F32T8/835	linear		32		48			medium bipin	0
Commercial Electric	F32T8/841	linear		32		48			medium bipin	0
Do it	F32T8/TL841/DIB*	linear		32.2	3967	48		81.4	medium bipin	2894.78
Do it	F32T8/TL835/DIB*	linear		32.2	3380	48		83.3	medium bipin	2923.76
FEIT	F32T8/TL841/feit*	linear		32.2	3967	48		81.4	medium bipin	2894.78
ACE	F32T8/TL841/ACE*	linear		32.2	3967	48		81.4	medium bipin	2894.78
Philips	F32T8/TL841 PLUS*	linear		32.2	3952	48		81.8	medium bipin	2962.4
Philips	F32T8/TL841*	linear		32.2	3967	48		81.4	medium bipin	2894.78
Philips	F32T8/HL741*	linear		32.2	3937	48		82	medium bipin	2894.78
Philips	F32T8/TL835 PLUS*	linear		32.4	3356	48		83.6	medium bipin	2971.08
Philips	F32T8/TL835*	linear		32.2	3380	48		83.3	medium bipin	2923.76
Philips	F32T8/HL735*	linear		32.2	3360	48		83.3	medium bipin	2914.1
Philips	F32T8/TL830 PLUS*	linear		32.2	2921	48		84.4	medium bipin	2955.96
Philips	F32T8/TL830*	linear		32.2	2913	48		84.1	medium bipin	2894.78
Philips	F32T8/HL730*	linear		32.1	2949	48		84.1	medium bipin	2885.79
Philips	F32T8/VEA841/EW*	linear		27.6	3941	48		82	medium bipin	2699.28
Philips	F32T8/VEA841/XEW*	linear		25.5	3908	48		82.2	medium bipin	2481.15
Philips	F32T8/ADV841/EW*	linear		27.6	3969	48		82.3	medium bipin	2718.6
Philips	F32T8/ADV841/XEW*	linear		25.5	3968	48		82.2	medium bipin	2519.4
Philips	F32T8/ADV841/XLL*28W*	linear		27.5	3904	48		83	medium bipin	2686.75
Philips	F32T8/ADV841/2XL*28W*	linear		27.6	3910	48		82.9	medium bipin	2655.12
Philips	F32T8/ADV841/XLL*25W*	linear		25.5	3917	48		82.4	medium bipin	2499
Philips	F32T8/ADV841/2XL*25W*	linear		25.5	3917	48		82.4	medium bipin	2499
Philips	F32T8/ADV841/2XL	linear		32.7	3959	48		81.9	medium bipin	2959.35
Philips	F32T8/ADV841*	linear		32.3	3981	48		81.9	medium bipin	3062.04
Philips	F32T8/VEA835/EW*	linear		27.7	3308	48		83.5	medium bipin	2697.98
Philips	F32T8/VEA835/XEW*	linear		25.7	3359	48		84.1	medium bipin	2505.75
Philips	F32T8/ADV835/EW* (28W)	linear		27.8	3378	48		84.1	medium bipin	2729.96
Philips	F32T8/ADV835/XEW*	linear		25.7	3349	48		84.6	medium bipin	2534.02
Philips	F32T8/ADV835/XLL*28W*	linear		27.5	3360	48		84	medium bipin	2692.25
Philips	F32T8/ADV835/2XL*28W*	linear		27.4	3347	48		84	medium bipin	2676.98
Philips	F32T8/ADV835/XLL*25W*	linear		25.5	3321	48		84.4	medium bipin	2483.7
Philips	F32T8/ADV835/2XL*25W*	linear		25.5	3321	48		84.4	medium bipin	2483.7
Philips	F32T8/ADV835/2XL*	linear		32.5	3331	48		83.8	medium bipin	2944.5
Philips	F32T8/ADV835*	linear		32.2	3359	48		83.6	medium bipin	3042.9
Philips	F32T8/ADV830/EW*	linear		27.6	2948	48		84.6	medium bipin	2696.52
Philips	F32T8/ADV830/XEW*	linear		25.6	2918	48		84.8	medium bipin	2524.16
Philips	F32T8/ADV830/XLL*28W*	linear		27.2	2890	48		84.9	medium bipin	2720
Philips	F32T8/ADV830/XLL*25W*	linear		25.4	2908	48		85	medium bipin	2466.34
Philips	F32T8/ADV830/2XL*28W*	linear		27.7	2870	48		84.8	medium bipin	2659.2
Philips	F32T8/ADV830/2XL*25W*	linear		25.4	2908	48		85	medium bipin	2466.34
Philips	F32T8/ADV830*	linear		32	2950	48		84.2	medium bipin	3030.4
Ushio	F28T8/841	linear		27.54	4128	48		81.98	medium bipin	2547.7254
Ushio	F28T8/835	linear		27.54	4128	48		81.98	medium bipin	2547.7254
Ushio	F28T8/830	linear		27.54	4128	48		81.98	medium bipin	2547.7254
Ushio	F28T8/841/ES	linear		26.66	4100	48		82	medium bipin	2399.4
Ushio	F28T8/835/ES	linear		26.23	3500	48		82	medium bipin	2360.7
Ushio	F32T8XL/835	linear		32.2	3800	48		81.8	medium bipin	3187.8
Ushio	F32T8XL/841	linear		32.2	3800	48		81.8	medium bipin	3187.8
Ushio	F32T8/841/HL	linear		32.2	3800	48		81.8	medium bipin	3187.8
Ushio	F32T8/830	linear		32.2	3800	48		81.8	medium bipin	3187.8
USHIO	F25T8/841ES	linear		24.27	3986	48		83.2	medium bipin	2504.4213
USHIO	F25T8/835ES	linear		24.81	3428	48		83.9	medium bipin	2544.2655
Ushio	F32T8/841	linear		32.2	3800	48		81.8	medium bipin	3187.8
Ushio	F32T8/835	linear		32.2	3800	48		81.8	medium bipin	3187.8
MaxLite	F32T8/835XL	linear		32	3500	48		82.7	medium bipin	2922.88
MaxLite	F32T8/841XL	linear		32	4100	48		82.3	medium bipin	2942.72
MaxLite	F32T8/25WS/841	linear		28	4100	48		82.8	medium bipin	2580.48
MaxLite	F32T8/830XL	linear		32	3000	48		83.5	medium bipin	2957.44
Superior LifeÂ®	91607	linear		32	4100	48		83.4	medium bipin	2887.68
Superior LifeÂ®	91601	linear		32	3500	48		83.7	medium bipin	3255.68
Superior LifeÂ®	91595	linear		32	3000	48		84.1	medium bipin	3133.12
Superior LifeÂ®	91620	linear		28	3500	48		84	medium bipin	2883.16
Superior LifeÂ®	91621	linear		28	4100	48		83	medium bipin	2865.8
Superior LifeÂ®	91730	linear		25	4100	48		83	medium bipin	2462.75
Superior LifeÂ®	91729	linear		25	3500	48		84	medium bipin	2497.25
Superior LifeÂ®	72607	linear		32	4000	48		82.9	medium bipin	2996.48
Superior LifeÂ®	72601	linear		32	3500	48		83.5	medium bipin	3013.76
Sky BriteÂ®	91644	linear		32	4100	48		82.9	medium bipin	2996.48
Sky BriteÂ®	72730	linear		25	4100	48		82.2	medium bipin	2623.5
Superior LifeÂ®	72621	linear		28	4100	48		83.1	medium bipin	2676.8
Eiko	F28T8/830/ES	linear		28	2970	48		84.4	medium bipin	2868.88
Eiko	F28T8/835/ES	linear		28	3363	48		84	medium bipin	2863.84
Eiko	F28T8/841/ES	linear		28	3995	48		85.9	medium bipin	2821.56
Eiko	F32T8/830K/HL	linear		32	2961	48		85.1	medium bipin	3280
Eiko	F32T8/835K/HL	linear		32	3488	48		84.8	medium bipin	3298.88
Eiko	F32T8/841K/HL	linear		32	3921	48		84.3	medium bipin	2885.76
Eiko	F32T8/830K	linear		32	3080	48		83.6	medium bipin	2870.4
Eiko	F32T8/835K	linear		32	3272	48		82.9	medium bipin	2931.2
Eiko	F32T8/841K	linear		32	3921	48		84.3	medium bipin	2885.76
Eiko	F32T8/830/ES/25W	linear		25	2892	48		84.6	medium bipin	2591
Eiko	F32T8/841/ES/25W	linear		25	3901	48		84.1	medium bipin	2595.25
Eiko	F28T8/835/ES/XL	linear		28	3362	48		82.4	medium bipin	2535.4
Eiko	F28T8/841/ES/XL	linear		28	3362	48		82.4	medium bipin	2535.4
Eiko	F32T8/835/ES/25W/XL	linear		25	4011	48		81	medium bipin	2256
Eiko	F32T8/841/ES/25W/XL	linear		25	4011	48		81	medium bipin	2256
SYLVANIA	21781; 22239; 24809; 22507; 27703; 23320	linear		32	3990	48		80.3	medium bipin	2886.4
OSRAM	22283	linear		32	2920	48		84.1	medium bipin	2931.2
OSRAM	22295	linear		28	3960	48		84	medium bipin	2651.6
SYLVANIA	21779; 22183; 24808; 22506; 23319	linear		32	3310	48		84.2	medium bipin	2956.8
SYLVANIA	21777; 22360; 22455	linear		32	2920	48		84.1	medium bipin	2931.2
SYLVANIA	22234	linear		32	4000	48		81.3	medium bipin	3184
SYLVANIA	21763	linear		32	3330	48		84.7	medium bipin	3001.6
SYLVANIA	21759	linear		32	2950	48		84.2	medium bipin	2924.8
SYLVANIA	21697	linear		32	3340	48		83.9	medium bipin	3081.6
SYLVANIA	21681	linear		32	3990	48		81.6	medium bipin	3138.24
SYLVANIA	21680	linear		32	2940	48		84.2	medium bipin	3049.6
SYLVANIA	21576	linear		32	3360	48		84.1	medium bipin	2928
SYLVANIA	21528	linear		28	2940	48		84.7	medium bipin	2494.8
SYLVANIA	20067	linear		32	4000	48		80.5	medium bipin	2896
SYLVANIA	22484	linear		28	3990	48		80.3	medium bipin	2662.8
SYLVANIA	22178; 28026	linear		28	3240	48		86	medium bipin	2688
SYLVANIA	21421; 22471	linear		28	4000	48		80.6	medium bipin	2721.6
SYLVANIA	22454	linear		25	2940	48		84	medium bipin	2370
SYLVANIA	22450	linear		25	4010	48		80.8	medium bipin	2422.5
SYLVANIA	22449	linear		32	3330	48		83.9	medium bipin	2995.2
SYLVANIA	22447	linear		30	3960	48		80.8	medium bipin	2799
SYLVANIA	22446	linear		30	3330	48		84	medium bipin	2757
SYLVANIA	22349	linear		25	2900	48		85	medium bipin	2272.5
SYLVANIA	22233	linear		25	3340	48		84.3	medium bipin	2447.5
SYLVANIA	22232	linear		25	2900	48		84.4	medium bipin	2365
SYLVANIA	22223	linear		25	4000	48		81.7	medium bipin	2327.5
SYLVANIA	22222	linear		25	3410	48		84	medium bipin	2301.25
SYLVANIA	22179	linear		28	3960	48		84	medium bipin	2651.6
SYLVANIA	22177	linear		28	2930	48		84.2	medium bipin	2772
SYLVANIA	22167	linear		28	3920	48		81.9	medium bipin	2620.8
SYLVANIA	22166	linear		28	3320	48		84.3	medium bipin	2584.4
SYLVANIA	22063	linear		30	2940	48		84.6	medium bipin	2835
SYLVANIA	22062	linear		30	3950	48		81.7	medium bipin	2877
SYLVANIA	22060	linear		30	3370	48		84.1	medium bipin	2853
SYLVANIA	22039	linear		32	2650	48		84.4	medium bipin	2918.4
SYLVANIA	21767	linear		32	3960	48		84.5	medium bipin	3027.2
SYLVANIA	21577	linear		32	3980	48		81.3	medium bipin	2960
SYLVANIA	21429	linear		28	2960	48		83.9	medium bipin	2564.8
SYLVANIA	21428	linear		30	2880	48		84.4	medium bipin	2751
SYLVANIA	21427	linear		32	2930	48		84.2	medium bipin	2889.6
SYLVANIA	21420	linear		28	3350	48		83.3	medium bipin	2690.8
SYLVANIA	20066	linear		32	3320	48		84.1	medium bipin	2946.24
OSRAM	22284	linear		32	3310	48		84.2	medium bipin	2956.8
OSRAM	21755	linear		32	4010	48		80.4	medium bipin	2950.4
Duracell	FLO10390B	linear		32	3500	48		82	medium bipin	2848
Duracell	FLO10391B	linear		32	4100	48		82	medium bipin	2848
Duracell	FLO10394B	linear		28	3500	48		82	medium bipin	2548
Duracell	FLO10395B	linear		28	4100	48		82	medium bipin	2548
Duracell	FLO10399A	linear		32	4100	48		82	medium bipin	2976
GE	F28T8/XL/SPP35/ECO	linear		28	3360	48		83	medium bipin	2688
GE	F28T8/XL/SPP41/ECO	linear		28	3970	48		82	medium bipin	2688
